City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Sakaiminato,JP,2021-10-03 23:09:53,35.55,133.2333,71.04,63,1,9.19
281,Kryzhanivka,UA,2021-10-03 23:09:53,46.5617,30.7949,53.85,71,0,4.47
282,Tabuk,PH,2021-10-03 23:09:54,17.4189,121.4443,76.28,90,59,1.32
283,Chuy,UY,2021-10-03 23:09:54,-33.6971,-53.4616,51.55,68,85,11.48
284,Vila Franca Do Campo,PT,2021-10-03 23:07:06,37.7167,-25.4333,74.19,88,95,5.39
285,Sarai Mir,IN,2021-10-03 23:09:54,26.0167,82.9167,76.84,92,33,4.12
286,Paamiut,GL,2021-10-03 23:09:55,61.994,-49.6678,38.62,74,4,6.13
287,Independence,US,2021-10-03 23:09:55,39.0911,-94.4155,78.69,57,75,1.01
288,Beringovskiy,RU,2021-10-03 23:09:55,63.05,179.3167,38.64,99,100,7.81
289,Hofn,IS,2021-10-03 23:09:56,64.2539,-15.2082,47.77,75,100,19.6
290,Panuco,MX,2021-10-03 23:09:56,22.05,-98.1667,82.58,77,77,6.04
291,Bongandanga,CD,2021-10-03 23:09:56,1.5,21.05,70.18,98,67,2.62
292,Altamira,BR,2021-10-03 23:09:57,-3.2033,-52.2064,74.91,90,93,2.17
293,Plettenberg Bay,ZA,2021-10-03 23:09:57,-34.0527,23.3716,50.59,84,25,7.56
294,Nuuk,GL,2021-10-03 23:05:36,64.1835,-51.7216,41.61,70,20,12.66
